"time","xS","xI","xV","xR","xC","xF","xJ","R_t","date"
714,71561.2972116744,591.302543644429,25540.327651929,2307.07259275136,0.695902134539827,17725.7750053121,18.4339724224987,1.04275423762301,2021-12-15
715,71519.9804231985,593.737161349561,25539.438744435,2346.84367101616,0.697397878002903,17787.4863799384,18.4973726485267,1.03943472444177,2021-12-16
716,71479.0211457276,595.991104394941,25538.4712459461,2386.5165039305,0.698776128214356,17849.2514759489,18.5610086149999,1.03635330503192,2021-12-17
717,71438.423399223,598.075698136006,25537.4264187797,2426.07448386052,0.700045291334758,17911.0641445604,18.6248627415551,1.0334846708773,2021-12-18
718,71398.191055017,600.00118674368,25536.3055345719,2465.50222366653,0.701212882496952,17972.9182095578,18.688918508972,1.03080613375615,2021-12-19
719,71358.3278897251,601.776810247261,25535.1098662283,2504.78543379834,0.702285609075031,18034.8074643978,18.7531603785666,1.02829739635497,2021-12-20
720,71318.8375997122,603.410894750789,25533.840687837,2543.91081769902,0.703269456653998,18096.7256665359,18.8175736955753,1.02594030494569,2021-12-21
721,71279.7238122904,604.910936390275,25532.4992745653,2582.86597675303,0.704169765970312,18158.6665342077,18.8821446013301,1.02371862598527,2021-12-22
722,71240.9900943192,606.283679059413,25531.0869025444,2621.639324076,0.704991301702052,18220.6237450643,18.9468599535897,1.02161784461444,2021-12-23
723,71202.6399587517,607.535186043678,25529.6048487454,2660.2200064582,0.70573831391706,18282.5909361857,19.0117072544023,1.01962498314264,2021-12-24
724,71164.6768695684,608.670905783037,25528.0543908501,2698.5978337974,0.706414592918731,18344.5617050936,19.076674584894,1.01772843772701,2021-12-25
725,71127.1042454544,609.695732038621,25526.4368071183,2736.76321538751,0.707023518163426,18406.5296114642,19.1417505464029,1.01591783157728,2021-12-26
726,71089.9254625067,610.614058774102,25524.7533762544,2774.70710246367,0.707568101861434,18468.4881793079,19.2069242074098,1.01418388314271,2021-12-27
727,71053.1438562008,611.42983008269,25523.0053772736,2812.42093644184,0.708051027815611,18530.4308994341,19.2721850557469,1.01251828785839,2021-12-28
728,71016.7627228008,612.146585499222,25521.19408937,2849.89660232882,0.70847468599819,18592.3512320625,19.3375229556027,1.01091361214463,2021-12-29
729,70980.7853601551,612.767492616697,25519.3207856979,2887.12636152925,0.708841198297365,18654.2426068327,19.4029281146842,1.00936321641703,2021-12-30
730,70945.2149086492,613.295418886771,25517.38675771,2924.10291475286,0.709152466568618,18716.0984362223,19.468391025467,1.00786109616283,2021-12-31
731,70910.054592188,613.732911369254,25515.3932781708,2960.81921827078,0.709410164933971,18777.9121014802,19.5339024713723,1.00640192030337,2022-01-01
